,signal,path,mfcc,mfcc_mean,zcr,sc,rms,melspectrogram
10,1,F:\RMS Samples\S1\A17DL_09410_1311_14_08_2017.MP3,"[-2.9754755e+02  1.8771208e+02 -1.3145868e+02  8.3332336e+01
 -3.4571541e+01  3.6857550e+00  1.4366224e+01 -2.2389627e+01
  2.4349876e+01 -1.9664003e+01  1.1576233e+01 -1.2192597e+00
 -7.4986839e+00  1.3839104e+01 -1.3691189e+01  1.0836989e+01
 -4.6384044e+00 -1.6157100e+00  7.3169718e+00 -8.7716913e+00
  9.0826035e+00 -5.2152090e+00  1.5866582e+00  2.4297290e+00
 -5.0165553e+00  7.0104389e+00 -5.2909484e+00  2.9751244e+00
 -2.9191861e-01 -2.1705811e+00  4.3588147e+00 -4.3778601e+00
  4.0673289e+00 -1.3606269e+00  1.6534106e-01  2.5755236e+00
 -2.6323831e+00  3.6329348e+00 -2.4081807e+00  1.3671802e+00]",-4.389082909,0.1554833423,1962.238256,0.01636585779,0.04017382115
11,3,F:\RMS Samples\S3\A17DL_09410_1318_01_08_2017.MP3,"[-9.8872391e+01  2.2023259e+02 -1.3622411e+02  6.9308685e+01
  1.9087896e+00 -2.1564173e+01  2.6605284e+01 -1.7619612e+01
  1.3162564e+01 -4.6435127e+00 -4.4408112e+00  1.1395066e+01
 -1.3581940e+01  1.1290796e+01  4.2563825e+00 -6.7093921e+00
  4.8582892e+00 -4.1457543e+00  2.3939283e+00 -3.9302790e+00
 -2.9516485e+00  3.8843160e+00 -6.0565643e+00  1.0773057e+00
 -1.4897405e+00 -3.0281656e+00  2.5784690e+00 -2.8037512e+00
  1.6052969e-01 -1.8038627e+00 -2.1199040e+00 -1.1555187e+00
 -5.2095680e+00 -1.3267450e-01 -2.4116499e+00 -3.3150315e+00
 -1.4014932e+00 -4.9695168e+00 -7.7161002e-01 -1.0098615e+00]",0.5187616348,0.1413529422,1672.706332,0.1690933853,5.112711906
12,1,F:\RMS Samples\S1\A17DL_09410_1318_14_08_2017.MP3,"[-310.05093     198.42867    -143.06726      91.27183     -40.44903
    5.5044327    14.2515745   -24.685915     26.56548     -23.0512
   12.7692175    -2.5401354    -8.248367     14.263618    -15.743901
   12.345122     -5.533409     -1.5460684     7.053591    -10.274641
    9.163289     -7.0013494     2.0853631     2.3857794    -5.4218807
    7.385049     -5.9000835     4.053639     -0.605131     -1.9592148
    4.176138     -5.4827547     4.4035373    -2.1270807     0.38528198
    2.0727713    -3.4101899     3.5115948    -3.2530384     1.721257  ]",-4.913858891,0.1630556999,1998.131892,0.01529008336,0.03613161296
13,3,F:\RMS Samples\S3\A17DL_09410_1323_01_08_2017.MP3,"[-9.8974579e+01  2.1879863e+02 -1.3266743e+02  6.5122009e+01
  3.1671479e+00 -2.2065601e+01  2.5373699e+01 -1.5131797e+01
  1.0288260e+01 -6.3982964e+00 -3.5614340e+00  1.0519529e+01
 -1.3146740e+01  1.0764584e+01  3.7636600e+00 -6.9536099e+00
  2.8952765e+00 -4.2380114e+00  2.5043275e+00 -3.8307126e+00
 -1.3700448e+00  3.5312164e+00 -6.3107586e+00  1.6789746e+00
 -1.3350234e+00 -2.4170551e+00  2.8323939e+00 -1.8467325e+00
  1.1335955e+00 -1.2717713e+00 -1.4882829e+00 -7.1336275e-01
 -3.9670427e+00  3.6950666e-01 -1.9346247e+00 -2.1375391e+00
 -8.7485117e-01 -3.8646979e+00 -1.1442503e-01 -7.4842811e-01]",0.6344991326,0.1458284915,1652.666635,0.1683368534,5.085682392
14,1,F:\RMS Samples\S1\A17DL_09410_1323_14_08_2017.MP3,"[-2.94913361e+02  1.79929703e+02 -1.26793152e+02  7.88987885e+01
 -3.27718544e+01  2.38662553e+00  1.37605915e+01 -2.14735298e+01
  2.30308151e+01 -1.86845226e+01  1.04625034e+01 -8.79512966e-01
 -7.86942291e+00  1.20281000e+01 -1.36508331e+01  9.64648914e+00
 -4.42927074e+00 -1.95612001e+00  6.49043703e+00 -9.02737045e+00
  8.06621552e+00 -4.88304090e+00  1.22401226e+00  2.43406510e+00
 -5.33631039e+00  5.81057262e+00 -5.06612158e+00  2.72489738e+00
  1.86631665e-01 -1.98804212e+00  4.33057213e+00 -3.64919877e+00
  3.50035930e+00 -1.42658019e+00 -2.74757177e-01  1.92208040e+00
 -2.62572312e+00  3.45550752e+00 -2.01426506e+00  1.15875018e+00]",-4.706630707,0.162067843,1991.007457,0.01548624877,0.03709942102
15,3,F:\RMS Samples\S3\A17DL_09900_0031_23_08_2017.MP3,"[-114.08424     235.58916    -135.17168      72.07263      -0.4850114
  -23.11444      18.59286     -21.336258     10.609682    -13.057022
   -5.1218734     9.8291645   -14.502952      8.083756     -1.3664383
   -2.2641497     4.569698     -4.897388      5.7645397    -4.9057245
   -0.90022045    3.595613     -6.5309396     0.95512116   -3.9623508
   -1.1613       -1.1404777    -6.8548765     0.5704513    -4.4818554
   -2.0828507    -0.4625704    -3.4094734     1.2994424    -2.974891
    0.27792075    1.0297883    -2.1549206     1.8784454    -1.3057228 ]",-0.07528333366,0.1263058164,1548.695245,0.1565719396,4.675031185
16,3,F:\RMS Samples\S3\A17DL_09900_0036_23_08_2017.MP3,"[-1.2065252e+02  2.2873781e+02 -1.3092648e+02  7.2613037e+01
  1.6852343e+00 -1.5742588e+01  2.2924051e+01 -1.6316788e+01
  1.5549934e+01 -1.0076333e+01 -2.2570164e+00  9.7145557e+00
 -1.4045233e+01  6.7938390e+00 -4.7038946e+00 -3.6153929e+00
  2.1207714e+00 -6.5694265e+00  4.0838790e+00 -4.9018254e+00
 -7.4878436e-01 -4.5789093e-01 -6.2323928e+00  2.6862626e+00
 -5.2753682e+00 -2.1181812e+00 -1.1068174e+00 -4.1450987e+00
  9.5231551e-01 -4.4031768e+00  2.3991954e-01 -3.8691363e-01
 -2.3509512e+00  2.1391129e+00 -2.5599692e+00  9.4864649e-01
 -1.3599291e-01 -1.9494662e+00  1.0381511e+00 -2.6274443e+00]",0.198039338,0.1144470775,1547.313776,0.1454977542,4.126606464
17,3,F:\RMS Samples\S3\A17DL_09900_0041_23_08_2017.MP3,"[-1.1424598e+02  2.2971796e+02 -1.3188164e+02  7.2952988e+01
  1.4050531e+00 -1.5003342e+01  2.5119181e+01 -1.7042126e+01
  1.6414331e+01 -9.0018225e+00 -5.2049756e+00  9.5117521e+00
 -1.3221469e+01  5.7005749e+00 -4.5072832e+00 -2.8749483e+00
  1.8810012e+00 -8.4091749e+00  3.1499255e+00 -4.6638436e+00
 -6.1492944e-01  4.5969003e-01 -5.9271960e+00  3.2332752e+00
 -4.1588821e+00 -1.8544071e+00 -8.7243897e-01 -3.8641815e+00
  1.3055135e+00 -3.9472468e+00  8.1829637e-01  1.5264001e-01
 -2.1457438e+00  2.7442288e+00 -2.1433630e+00  1.1377589e+00
  3.0229273e-01 -1.7606670e+00  1.3233478e+00 -2.8244491e+00]",0.5289931893,0.1192742008,1533.079638,0.15138717,4.453528881
18,3,F:\RMS Samples\S3\A17DL_09900_0046_23_08_2017.MP3,"[-1.1004092e+02  2.2980724e+02 -1.3055806e+02  7.1150833e+01
  4.9231639e+00 -1.5477419e+01  2.2224949e+01 -1.6507368e+01
  1.5672780e+01 -9.5151749e+00 -4.9180775e+00  9.4551430e+00
 -1.3251581e+01  5.5608177e+00 -4.4269719e+00 -3.1654963e+00
  3.1706729e+00 -6.6279969e+00  2.3117764e+00 -4.7707009e+00
  1.4634397e+00  2.1590734e+00 -5.8648291e+00  3.3185923e+00
 -2.7858937e+00 -8.9649808e-01 -4.0502566e-01 -3.5688555e+00
  1.7414725e+00 -3.6108460e+00  2.8621256e-01 -1.5446125e-01
 -2.5338969e+00  2.1887271e+00 -2.6494303e+00  4.4831124e-01
 -1.7786916e-01 -2.3151610e+00  1.2653577e+00 -2.6357658e+00]",0.7572563887,0.1211027093,1525.520762,0.1562945545,4.697177887
19,3,F:\RMS Samples\S3\A17DL_09900_0051_23_08_2017.MP3,"[-1.70998520e+02  1.97193359e+02 -8.35244598e+01  4.68311424e+01
  1.49946175e+01 -1.38083105e+01 -1.68190825e+00 -1.46013927e+00
  1.02317324e+01 -1.99939442e+01  5.16527081e+00  4.62803221e+00
 -1.47903881e+01  8.30627537e+00 -4.23602533e+00 -3.15247416e+00
  2.07537079e+00 -7.67880201e-01  2.23635077e+00 -5.73198509e+00
  4.59359312e+00 -3.95681202e-01 -4.27306223e+00  5.02353382e+00
 -3.65364122e+00 -1.01338290e-01  9.95430723e-02 -2.18919897e+00
  8.37798297e-01 -2.26276469e+00  1.09491789e+00 -2.55048227e+00
 -1.99192917e+00  2.66110122e-01 -4.44225740e+00 -2.96638757e-01
 -1.72040939e+00 -2.12178659e+00  1.45359173e-01 -1.52430260e+00]",-1.098662734,0.09651730039,1328.990928,0.1182617545,3.549111843
20,3,F:\RMS Samples\S3\A17DL_09900_0056_23_08_2017.MP3,"[-1.3615422e+02  2.1359006e+02 -9.8931351e+01  4.5807545e+01
  1.4044603e+01 -1.2305530e+01  4.9725137e+00 -5.3042507e+00
  1.2844828e+01 -1.3137491e+01  3.4800320e+00  5.9748764e+00
 -1.2281390e+01  8.7410994e+00 -4.4561024e+00 -2.8969860e+00
  3.9819975e+00 -2.1830595e+00  7.0370418e-01 -6.9252191e+00
  3.2082684e+00  1.6695914e-01 -6.4058828e+00  2.6761603e+00
 -4.5421314e+00 -9.3317574e-01 -1.3340737e+00 -5.3124185e+00
 -3.9588578e-02 -3.1154270e+00 -3.7448636e-01 -2.2996035e+00
 -2.2584138e+00  6.4680719e-01 -4.0507255e+00  2.6040250e-01
 -1.0086632e+00 -1.9590499e+00  1.2978858e+00 -1.6710480e+00]",-0.1870643198,0.09823860378,1326.573176,0.136603266,4.232926846
21,3,F:\RMS Samples\S3\A17DL_11695_1201_01_08_2017.MP3,"[-1.37183258e+02  2.19620438e+02 -1.13209114e+02  5.04262848e+01
  1.14243555e+01 -1.38287516e+01  1.02411489e+01 -5.37214994e+00
  1.09549065e+01 -1.48528109e+01  4.53193188e+00  5.69446182e+00
 -1.38861265e+01  1.04802036e+01 -3.39784813e+00 -1.69593418e+00
  3.66328740e+00 -3.29360795e+00  3.05301118e+00 -6.50314331e+00
  2.29712272e+00  3.86936277e-01 -5.81950331e+00  3.33396077e+00
 -5.68040180e+00 -7.61285305e-01 -6.38882220e-01 -5.99669886e+00
 -5.21851122e-01 -4.34159756e+00 -6.43822610e-01 -2.27557325e+00
 -3.19841242e+00 -1.23278387e-01 -4.99471331e+00  4.27181065e-01
 -9.01628733e-01 -2.38985229e+00  1.24133885e+00 -2.95467186e+00]",-0.417209059,0.1051028197,1412.472668,0.1323114187,3.657102346
22,2,F:\RMS Samples\S2\A17DL_11695_1201_04_08_2017.MP3,"[-1.3216162e+02  2.1590082e+02 -1.1257943e+02  5.1746380e+01
  1.2683396e+01 -1.5264949e+01  1.0893550e+01 -4.5329313e+00
  1.2131809e+01 -1.2324812e+01  4.3289819e+00  6.3253231e+00
 -1.3602930e+01  8.5298958e+00 -5.1108422e+00 -4.7513418e+00
  7.1666181e-01 -6.1710095e+00  1.4661261e+00 -5.1267133e+00
  8.4085643e-01 -2.7557771e+00 -7.0047116e+00  3.0655999e+00
 -5.3587017e+00 -1.9068289e-01  2.3413644e+00 -1.5892961e+00
  3.3675826e+00 -3.0418271e-01  2.5871699e+00  1.1448787e+00
  7.6322770e-01  3.4785748e+00 -2.3671303e+00  1.2300615e+00
 -9.8781997e-01 -3.1118097e+00  6.3718325e-01 -2.9140027e+00]",0.1492183656,0.1066692947,1438.066548,0.1365359277,3.877494574
23,3,F:\RMS Samples\S3\A17DL_11695_1206_01_08_2017.MP3,"[-1.4870306e+02  2.1367809e+02 -1.0742310e+02  4.9392178e+01
  1.0680847e+01 -1.4300083e+01  7.3628163e+00 -4.9851465e+00
  9.9444437e+00 -1.6370718e+01  6.6984153e+00  6.4477978e+00
 -1.3726022e+01  1.1142201e+01 -3.4859161e+00 -3.0793245e+00
  8.6168319e-01 -4.6285682e+00  2.0535154e+00 -7.3832545e+00
  8.0589950e-01 -2.1674137e+00 -6.2315383e+00  3.5364940e+00
 -4.8955116e+00  9.2850871e-02 -1.4297353e-01 -3.3873849e+00
  2.0671179e+00 -2.1914253e+00  1.4215027e+00 -5.7756919e-01
 -1.0648227e+00  1.6717840e+00 -2.9094417e+00  1.5262874e+00
 -8.1956756e-01 -1.6825382e+00  1.5849065e+00 -2.2847357e+00]",-0.5367823839,0.110308908,1429.947131,0.1192972437,3.187119961
24,2,F:\RMS Samples\S2\A17DL_11695_1206_04_08_2017.MP3,"[-137.00201     218.99576    -114.48871      52.347748     11.598873
  -12.66585      11.850003     -5.409821     12.384436    -13.397199
    5.3960185     7.5785604   -12.800878     10.024543     -3.3164797
   -2.0205028     2.4133053    -3.4542003     3.2842288    -6.256724
    1.7615317    -0.59743637   -6.017537      3.1304588    -5.0678787
   -0.8142208    -0.7582496    -3.6495786     1.9320376    -2.4007747
    0.59674203   -1.7011918    -1.8137735     1.5284067    -3.331121
    1.0712951    -1.0660136    -2.436698      0.961634     -2.433016  ]",0.09889302403,0.1105154454,1441.933819,0.1272179782,3.449878454
25,3,F:\RMS Samples\S3\A17DL_11695_1211_01_08_2017.MP3,"[-1.28792542e+02  2.17916565e+02 -1.18312195e+02  5.37565193e+01
  1.09818401e+01 -1.77360497e+01  1.08823538e+01 -7.25804138e+00
  1.04184132e+01 -1.43580952e+01  2.86973691e+00  7.25565863e+00
 -1.37644892e+01  9.86696339e+00 -3.14506912e+00 -3.53134370e+00
  2.91638923e+00 -4.54276705e+00  2.58977365e+00 -5.82908821e+00
  3.64828706e-01 -5.20100236e-01 -5.80104256e+00  3.81019759e+00
 -4.25762510e+00 -2.49189079e-01  1.07608247e+00 -3.66299057e+00
  2.07744098e+00 -1.69185174e+00  1.16822028e+00  9.59791318e-02
 -1.26852608e+00  2.56114411e+00 -2.49967670e+00  1.05161858e+00
  6.03655763e-02 -2.24723029e+00  1.25345647e+00 -2.47388363e+00]",0.0257935524,0.1237068966,1510.289016,0.136627093,3.713263512
26,2,F:\RMS Samples\S2\A17DL_11695_1211_04_08_2017.MP3,"[-1.27180008e+02  2.20328369e+02 -1.20398766e+02  5.32436790e+01
  1.22687254e+01 -1.56989155e+01  1.30211802e+01 -6.27155638e+00
  1.20508547e+01 -1.20672960e+01  3.82778597e+00  8.64402199e+00
 -1.27859545e+01  9.95310020e+00 -1.96424043e+00 -2.80735397e+00
  3.02319670e+00 -3.89456582e+00  3.03679657e+00 -5.85365629e+00
  8.32427144e-01 -1.18321016e-01 -6.32220078e+00  3.68493509e+00
 -4.44079447e+00 -1.14838362e+00  5.12104869e-01 -4.29400969e+00
  1.00239813e+00 -2.95178199e+00 -1.97932407e-01 -1.00680232e+00
 -2.13239145e+00  1.72097516e+00 -3.37278414e+00  8.72237623e-01
  2.37641066e-01 -2.94209671e+00  1.13262403e+00 -1.86789608e+00]",0.2418841422,0.1218658377,1484.591137,0.1368996352,3.69916153
27,3,F:\RMS Samples\S3\A17DL_11695_1216_01_08_2017.MP3,"[-1.53860367e+02  2.09470718e+02 -1.07254776e+02  4.87248726e+01
  1.26827517e+01 -1.14696102e+01  6.76519680e+00 -3.25921917e+00
  1.11689701e+01 -1.75320358e+01  7.16625357e+00  5.73345804e+00
 -1.45923882e+01  1.09425678e+01 -3.83493233e+00 -2.45362401e+00
  1.50423932e+00 -3.47510028e+00  2.51233292e+00 -7.04072905e+00
  2.17329049e+00 -1.76547730e+00 -5.62066603e+00  3.46004915e+00
 -5.68604088e+00  3.38543147e-01 -4.46057096e-02 -2.92132068e+00
  2.00079966e+00 -2.60425544e+00  1.16629696e+00 -1.58724618e+00
 -6.24787688e-01  2.05685687e+00 -3.40107918e+00  1.99208391e+00
 -5.30465424e-01 -1.68479168e+00  1.23890018e+00 -1.81827903e+00]",-0.5490896702,0.1182527389,1454.946564,0.1038625166,2.369200706
28,2,F:\RMS Samples\S2\A17DL_11695_1216_04_08_2017.MP3,"[-1.29647949e+02  2.20259216e+02 -1.18829254e+02  5.48432579e+01
  1.03385706e+01 -1.39268856e+01  1.42870960e+01 -7.21440506e+00
  1.26995735e+01 -1.21628723e+01  3.28114986e+00  8.55356121e+00
 -1.16235657e+01  1.06859760e+01 -1.84597087e+00 -2.54524899e+00
  2.04080033e+00 -3.96743536e+00  2.97956395e+00 -5.98348093e+00
  1.11300039e+00 -6.37010753e-01 -6.13061523e+00  3.10867119e+00
 -4.88784122e+00 -8.02547693e-01 -1.03911124e-02 -3.82378650e+00
  1.48735213e+00 -2.80913162e+00 -8.94307569e-02 -1.24379432e+00
 -1.66023970e+00  1.31842434e+00 -3.52354074e+00  6.10187232e-01
 -9.68781590e-01 -2.62859988e+00  7.30526626e-01 -2.53396869e+00]",0.2210040092,0.1146170079,1471.394812,0.1353393346,3.743160963
29,3,F:\RMS Samples\S3\A17DL_11695_1221_01_08_2017.MP3,"[-1.6924612e+02  2.1159891e+02 -9.6380707e+01  4.9611843e+01
  1.1076667e+01 -9.4113884e+00  3.2283926e+00 -4.0768437e+00
  1.0731799e+01 -2.1338097e+01  7.4430737e+00  5.2482629e+00
 -1.4791936e+01  1.1460943e+01 -4.4314852e+00 -1.6168582e+00
  1.3644459e+00 -3.1627836e+00  2.0402799e+00 -8.3739414e+00
  1.9036835e+00 -3.1748927e+00 -6.2544842e+00  2.8483791e+00
 -5.9994502e+00  7.5275207e-01 -6.6088289e-01 -3.3092866e+00
  1.0357316e+00 -2.6272333e+00  1.4861431e+00 -1.8435767e+00
 -7.8930423e-02  1.3173957e+00 -3.4726741e+00  2.2671089e+00
 -9.6644938e-01 -1.3709643e+00  6.4936602e-01 -2.1686449e+00]",-0.9673116803,0.09494942481,1324.080994,0.1043806374,2.606602907
30,2,F:\RMS Samples\S2\A17DL_11695_1221_04_08_2017.MP3,"[-1.3330168e+02  2.1570813e+02 -1.1482811e+02  4.9076035e+01
  1.2769012e+01 -1.3545438e+01  1.1632372e+01 -4.8789806e+00
  1.2052079e+01 -1.1594327e+01  5.2625122e+00  7.8957167e+00
 -1.2009400e+01  1.0280841e+01 -2.1463666e+00 -2.4439814e+00
  2.6570098e+00 -3.2519264e+00  2.7897625e+00 -5.7985396e+00
  1.6344216e+00 -7.3285818e-01 -6.0627055e+00  3.7748041e+00
 -4.5103550e+00 -4.6179029e-01  6.4869666e-01 -3.8370967e+00
  1.2044172e+00 -2.7890410e+00  8.2037777e-02 -9.2672604e-01
 -1.6040314e+00  1.4119025e+00 -3.2485976e+00  9.0126461e-01
 -6.5168667e-01 -2.2310197e+00  1.4899509e+00 -2.0567713e+00]",0.2089883387,0.1164299378,1469.610165,0.1220848113,3.067580223
